"id","product_id","colour","style_name"
453,267,Black/Black/Dark Smoke Grey,DD1471-010
454,267,Bronze Eclipse/Bronze Eclipse/Gypsy Rose,DD1471-273
455,269,Barely Rose/Plum Dust,CJ0545-699
456,269,Geode Teal/Midnight Turquoise,CJ0545-381
457,269,Summit White/Platinum Tint,CJ0545-121
458,269,Pink Oxford/Light Soft Pink,CJ0545-601
459,269,Diffused Blue/Obsidian Mist,CJ0545-491
460,269,Black/Dark Smoke Grey,CJ0545-010
461,270,Archaeo Pink/Archaeo Pink,DD7958-622
462,270,Black/Black,DD7958-010
463,271,Black/Black/Dark Smoke Grey,CZ4452-010
464,271,Ghost/Ashen Slate/Black,CZ4452-057
465,271,Pale Coral/Bright Citron/Pale Coral/Pale Coral,CZ4452-838
466,272,Black/Black/White/White,CN3719-010
467,272,Pink Glaze/Elemental Pink/White,CN3719-631
468,272,Smoke Grey/Pure/Black/White,CN3719-084
469,274,Black/Black/Black/White,CZ4457-010
470,274,Copa/Midnight Navy/Glacier Ice/White,CZ4457-482
471,275,Copa/White,CU8250-482
472,275,Black/Black/White,CU8250-010
473,277,Black/White,BV3637-010
474,277,Worn Blue/White,BV3637-495
475,277,Jade Smoke/White,BV3637-357
476,280,Midnight Navy/Black,DD1142-410
477,280,Black/White,DD1142-010
478,281,Bronze Eclipse/Redstone,DD2322-273
479,281,Black/Dark Smoke Grey,DD2322-010
480,283,Rough Green,DD6895-326
481,283,Black/Court Blue,DD6895-011
482,284,Cave Stone,DH7543-289
483,284,Black,DH7543-010
484,286,University Red/Black,DA0282-657
485,286,Black/White,DA0282-010
486,289,Ash Green,DH7538-058
487,289,Anthracite,DH7538-060
488,290,Celestine Blue/Heather/College Grey,DD7057-438
489,290,Black,DD7057-010
490,290,Light Mulberry/Heather/Cave Purple,DD7057-533
491,291,Laser Orange/Black/Laser Orange/Black,CW6103-845
492,291,Dark Marina Blue/Black/Dark Marina Blue/Black,CW6103-407
493,291,Orange/Orange/Total Orange/Total Orange,CW6103-869
494,291,Black/White/White/White,CW6103-010
495,293,Thunder Blue,DD3350-437
496,293,Black,DD3350-010
497,295,Gypsy Rose/Regal Pink,DD4687-622
498,295,Venice/Violet Haze,DD4687-511
499,297,Photon Dust/Orange,DD6202-025
500,297,Off-Noir/Photon Dust,DD6202-045
501,298,Black,DD4489-010
502,298,Seafoam,DD4489-017
503,299,White,DO6159-100
504,299,Black,DO6159-010
505,300,Black,DM2350-010
506,300,White,DM2350-100
507,306,University Red,DO3420-657
508,306,Black,DO3420-010
509,306,Armoury Navy,DO3420-454
510,307,Habanero Red/Dynamic Turquoise,DD1704-634
511,307,Lobster/Black,DD1704-605
512,307,Black/Iron Grey,DD1704-010
513,310,Black,DM2348-010
514,310,White,DM2348-100
515,311,Game Royal/Black,DJ2623-480
516,311,Black/Varsity Red,DJ2623-010
517,312,White,DM2463-100
518,312,Black,DM2463-010
519,313,Pink Oxford/Sail,DD6811-601
520,313,Black/Atomic Orange,DD6811-010
521,313,Indigo Haze/Cave Purple,DD6811-520
522,317,Black/Cool Grey/White,DC8980-010
523,317,Blue Void/White,DC8980-492
524,318,Volt/Bright Citron,CZ9386-702
525,318,Hyper Pink/Black,CZ9386-639
526,319,Black/Dark Smoke Grey/Pure,DD6144-010
527,319,Thunder Blue/Game Royal/Pure,DD6144-437
528,321,Hyper Royal,DD6014-405
529,321,Black,DD6014-010
530,321,Roma Green,DD6014-372
531,323,Black/Heather,DM0086-010
532,323,Lime Ice/Heather,DM0086-303
533,325,Black/Bright Crimson/Black,DD5316-010
534,325,Pale Coral/Black/Black,DD5316-864
535,327,Black/Dark Smoke Grey,DD5546-010
536,327,Cactus Flower/Villain Red,DD5546-564
537,329,Black/Metallic Gold,DO3796-010
538,329,Cedar/Metallic Gold,DO3796-661
539,329,White/Metallic Gold,DO3796-100
540,330,White,DH3826-100
541,330,Black,DH3826-010
542,331,Seafoam,DD6046-017
543,331,Black,DD6046-010
544,332,White,DM2446-100
545,332,Black,DM2446-010
546,334,Black/Anthracite/White,DD1900-010
547,334,Green Noise/Green Noise/Total Orange,DD1900-350
548,335,Khaki/Black/Chile Red,DA6693-247
549,335,Black/Photon Dust/Chile Red,DA6693-010
550,335,Brigade Blue/Black/Chile Red,DA6693-453
551,336,Hemp,DH0221-200
552,336,College Grey,DH0221-033
553,337,Black,DH7536-010
554,337,White/Green Noise,DH7536-100
555,338,Cinnabar,DJ6073-671
556,338,Summit White,DJ6073-100
557,339,Dark Grey Heather,DN4570-063
558,339,Black,DN4570-010
559,342,Archaeo Brown/Pink Oxford,DD6822-256
560,342,Pink Oxford/Sail,DD6822-601
561,350,Fossil/Bright Crimson,CZ8183-238
562,350,Black/Gym Red,CZ8183-010
563,350,Gym Red/White,CZ8183-657
564,357,Gypsy Rose/Cedar,DD5068-622
565,357,Sail/Rattan,DD5068-133
566,357,Black/Copa,DD5068-010
567,358,White,DJ1394-100
568,358,Black,DJ1394-010
569,359,Rift Blue/Polar/Photon Dust,DD5277-415
570,359,Off-Noir/Photon Dust/Photon Dust,DD5277-045
571,363,Black,DM2468-010
572,363,White,DM2468-100
573,364,Celestine Blue/Heather/College Grey,DD6998-438
574,364,Black/Gym Red,DD6998-010
575,364,Light Mulberry/Heather/Cave Purple,DD6998-533
576,365,University Gold,DJ6704-739
577,365,White,DJ6704-100
578,366,Sport Spice/White,DD5432-816
579,366,Black/White,DD5432-010
580,368,Black/Orange/White,DC9079-011
581,368,Blue Void/White,DC9079-492
582,369,Crimson Bliss/Arctic Orange,DJ6572-693
583,369,Black/Dark Smoke Grey,DJ6572-010
584,371,White/Black,DA2694-100
585,371,Gym Red/Black,DA2694-687
586,373,Dark Beetroot/Heather/Night Maroon,CJ9327-638
587,373,Black/Dark Smoke Grey,CJ9327-010
588,375,Grey Heather/Black,DM2387-050
589,375,Seafoam/Heather/Black,DM2387-017
590,375,Black/Heather/Black,DM2387-010
591,377,Redstone/Sport Spice,CZ9047-670
592,377,Black/Iron Grey,CZ9047-010
593,378,Green Noise/Green Noise/Total Orange,DD1716-350
594,378,Light Cognac/Sport Spice/Total Orange,DD1716-212
595,379,White,AO0624-100
596,379,Aluminium,AO0624-468
597,379,Orange Chalk,AO0624-734
598,381,Black/Metallic Silver,DD5020-010
599,381,Jade Smoke/Metallic Silver,DD5020-357
600,381,Pink Oxford/Metallic Silver,DD5020-601
601,385,Gypsy Rose,DM2686-622
602,385,Black,DM2686-010
603,392,Black,DM2803-010
604,392,White,DM2803-100
605,394,Pink Oxford/Light Soft Pink/White,CW4299-601
606,394,Dark Grey Heather/Black,CW4299-063
607,394,Black/Black,CW4299-010
608,394,Rattan/Khaki/White,CW4299-206
609,396,Black/Black/White,CV2500-010
610,396,Cinnabar/Cinnabar/White,CV2500-671
611,400,Volt/Bright Citron,CJ7836-702
612,400,White/Black,CJ7836-100
613,401,Team Red/University Red/Heather/Black,CZ1182-677
614,401,Noble Green/Green Noise/Heather/Black,CZ1182-333
615,401,Black/Smoke Grey/Heather/Black,CZ1182-010
616,403,Regal Pink/Copa/Black,DJ5824-695
617,403,Gypsy Rose/White,DJ5824-622
618,407,Black/Velvet Brown/Light Bone,DD1968-010
619,407,Washed Teal/Ash Green/Light Bone,DD1968-392
620,409,White,DM2264-100
621,409,Black,DM2264-010
622,410,White,DM2465-100
623,410,Dutch Blue,DM2465-469
624,412,Light Bordeaux/White,DD6479-507
625,412,Washed Teal/White,DD6479-392
626,412,Black/White,DD6479-010
627,412,Jade Smoke/White,DD6479-357
628,412,Gypsy Rose/White,DD6479-622
629,415,Pink Oxford,DD4343-601
630,415,Bronze Eclipse,DD4343-273
631,417,Black,DC9604-010
632,417,Grey Fog,DC9604-097
633,428,Active Pink/White,DD0639-621
634,428,Lime Ice/White,DD0639-303
635,428,Black/White,DD0639-010
636,428,Washed Teal/White,DD0639-392
637,428,Gypsy Rose/Heather/White,DD0639-622
638,428,Particle Grey/Heather/Black,DD0639-073
639,429,Volt/Heather,CZ9185-703
640,429,Black,CZ9185-013
641,429,Game Royal/Heather,CZ9185-482
642,429,Smoke Grey/Heather,CZ9185-084
643,433,White,DO6159-100
644,433,Black,DO6159-010
645,436,Game Royal/Black,DJ2623-480
646,436,Black/Varsity Red,DJ2623-010
647,442,Khaki/Black/Chile Red,DA6693-247
648,442,Black/Photon Dust/Chile Red,DA6693-010
649,442,Brigade Blue/Black/Chile Red,DA6693-453
650,443,Dark Grey Heather,DN4570-063
651,443,Black,DN4570-010
652,445,Celestine Blue/Heather/College Grey,DD6998-438
653,445,Black/Gym Red,DD6998-010
654,445,Light Mulberry/Heather/Cave Purple,DD6998-533
655,448,Pink Oxford/Light Soft Pink/White,CW4299-601
656,448,Dark Grey Heather/Black,CW4299-063
657,448,Black/Black,CW4299-010
658,448,Rattan/Khaki/White,CW4299-206
659,450,Regal Pink/Copa/Black,DJ5824-695
660,450,Gypsy Rose/White,DJ5824-622
661,452,Black,DC9604-010
662,452,Grey Fog,DC9604-097
663,454,Dark Beetroot/Dark Obsidian/Midnight Navy/Fusion Red,CZ9055-638
664,454,Orange/Signal Blue/Grey Fog/Green Glow,CZ9055-869
665,454,Dark Purple Dust/Black/Bronze Eclipse/University Gold,CZ9055-510
666,458,Black/White,DD6848-010
667,458,Jade Smoke/White,DD6848-357
668,460,Thunder Blue/Photon Dust/White/Total Orange,DD5968-437
669,460,Light Cognac/Pearl White/Hot Curry/Canvas,DD5968-212
670,461,Pink Glaze/White,DJ5819-630
671,461,Black/White,DJ5819-010
672,462,Black/White/White,DD4850-010
673,462,Light Green Spark/Signal Blue/Black,DD4850-362
674,463,Honeydew/Lime Ice/Sequoia/White,DA0002-343
675,463,Black/White,DA0002-010
676,465,Dutch Blue/Court Blue/White,DD6338-469
677,465,Black/Anthracite/White,DD6338-010
678,477,White/Metallic Copper,DA5994-100
679,477,Game Royal/Metallic Copper,DA5994-480
680,478,Sport Spice,DD7140-816
681,478,Black,DD7140-010
682,479,Lapis/Sapphire,CU5294-431
683,479,Black/Dark Smoke Grey,CU5294-010
684,479,Dark Beetroot/Night Maroon,CU5294-638
685,480,Black/Atomic Orange,DD6804-010
686,480,Indigo Haze/Cave Purple,DD6804-519
687,481,Gypsy Rose/Sail,DD5385-622
688,481,Black/Sail,DD5385-010
689,481,Bronze Eclipse/Sail,DD5385-273
690,484,Dark Grey Heather,DN4575-063
691,484,Black,DN4575-010
692,485,Midnight Navy/Heather/Midnight Navy/White,DD0248-411
693,485,Black/White,DD0248-010
694,486,Black/White,DD6836-010
695,486,Gypsy Rose/White,DD6836-622
696,488,Black/Laser Crimson/Copa,DM2322-010
697,488,Sapphire/Fire Pink/White,DM2322-500
698,489,Smoke Grey/Heather,CZ9241-084
699,489,Hasta,CZ9241-357
700,489,Black,CZ9241-010
701,495,Black,DM2204-010
702,495,Archaeo Brown,DM2204-256
703,497,Black/White,DD0253-010
704,497,Gypsy Rose/White,DD0253-622
705,497,Hasta/Heather/White,DD0253-387
706,499,Dark Beetroot/Night Maroon,DD5773-638
707,499,Black/Dark Smoke Grey,DD5773-010
708,501,Particle Grey/Sail/Ice Silver/Particle Grey,DD7035-073
709,501,Sandalwood/Sail/Ice Silver,DD7035-209
710,502,Black/Black,DD5095-010
711,502,Sail/Rattan,DD5095-133
712,504,Brown Basalt/Rush Orange,DD1721-203
713,504,Black/White,DD1721-010
714,505,Obsidian/Black,CU4950-451
715,505,Smoke Grey/Black,CU4950-084
716,505,Black/Black,CU4950-010
717,506,Archaeo Brown/Pink Oxford,DD6856-256
718,506,Black/Atomic Orange,DD6856-010
719,507,Burgundy Crush,DD6004-652
720,507,Black,DD6004-010
721,510,Black/Gypsy Rose/Metallic Silver,DO3801-010
722,510,Gypsy Rose/Pink Glaze/Metallic Silver,DO3801-622
723,511,Pomegranate/Dark Beetroot,CZ9239-690
724,511,Black,CZ9239-010
725,514,Ashen Slate/Light Mulberry,DM6828-493
726,514,Black/Khaki,DM6828-010
727,518,Orange/University Gold/University Gold,AR2383-869
728,518,Arctic Orange/White,AR2383-800
729,518,Black/White,AR2383-010
730,519,Black/Green Strike,CK0509-014
731,519,Game Royal/Heather,CK0509-480
732,520,Thunder Blue/Green Strike,CU8959-437
733,520,Black/White,CU8959-010
734,522,Roma Green,DD6050-372
735,522,Black,DD6050-010
736,524,Copa/Bleached Aqua/Sail,DD6954-482
737,524,Black/Dark Smoke Grey/Sail,DD6954-010
738,525,Blue Void/Deep Royal Blue/Volt/Volt,CW5848-492
739,525,Black/Anthracite/Total Orange/Total Orange,CW5848-014
740,526,Obsidian/White/White,CV1468-451
741,526,Blue Void/Volt/Deep Royal Blue,CV1468-493
742,526,Black/Total Orange/Orange,CV1468-015
743,526,Black/White/Iron Grey,CV1468-010
744,527,Copa/Rough Green/Wheat/Copa,CZ9053-482
745,527,Dark Beetroot/Dark Obsidian/Fusion Red,CZ9053-638
746,528,Brown Basalt/Rush Orange,DD1718-203
747,528,Court Blue/Volt,DD1718-476
748,528,Black/White,DD1718-010
749,529,Thunder Grey/Moon Particle/Black,DC2177-082
750,529,Black/Black/University Red,DC2177-010
751,531,Black/Iron Grey,DD1897-010
752,531,Green Noise/Brown Basalt,DD1897-350
753,536,Black/Iron Grey,DD1701-010
754,536,Iron Grey/Black,DD1701-068
755,538,Brown Basalt/Total Orange,CU4946-203
756,538,Rough Green/Green Strike,CU4946-326
757,538,Black/White,CU4946-010
758,538,Obsidian/White,CU4946-451
759,538,Smoke Grey/Black,CU4946-084
760,541,Black/White,DD5454-010
761,541,Pink Oxford/White,DD5454-601
762,544,University Red/Black/White/Black,CV1913-657
763,544,Black/Dark Smoke Grey/White/Dark Smoke Grey,CV1913-010
764,549,Ironstone/Ironstone/White,DD7015-004
765,549,Dark Grey Heather/White,DD7015-063
766,549,Black/Black/White,DD7015-010
767,550,Black/White,CJ7841-010
768,550,Hyper Pink/Black,CJ7841-639
769,553,Black/Laser Orange/Black/Laser Orange,CW6109-018
770,553,Black/White/White/White,CW6109-010
771,553,Blue Void/Blue Void/Volt/Volt,CW6109-492
772,555,Oil Green/Honeydew,DD6326-386
773,555,Off-Noir/Off-Noir,DD6326-045
774,558,Light Smoke Grey/Orange/Photon Dust,DD6297-077
775,558,Green Noise/Honeydew/Honeydew,DD6297-350
776,559,Campfire Orange/Black/White/Campfire Orange,DH9713-893
777,559,Black/White/Black,DH9713-010
778,560,University Red/White/Black/University Red,CV1924-657
779,560,Black/University Gold/Baltic Blue/Black,CV1924-014
780,564,Off-Noir/Iron Grey/Black,DD6970-045
781,564,Archaeo Brown/Archaeo Brown/Black,DD6970-256
782,565,Smoke Grey/White,DD1740-084
783,565,Khaki/Black,DD1740-247
784,566,Black/Atomic Orange,DD6816-010
785,566,Pink Oxford/Sail,DD6816-601
786,567,Binary Blue/University Red/White,DA4355-430
787,567,White/White/White,DA4355-100
788,568,Black/Black/Flat Gold,DA5706-011
789,568,Sail/Sail/Flat Gold,DA5706-133
790,570,Black,CJ5460-010
791,570,Iron Grey/Heather,CJ5460-068
792,572,Black/White/White,CW6133-010
793,572,Dark Marina Blue/Black/Black,CW6133-407
794,572,Black/Total Orange/Total Orange,CW6133-016
795,575,Celestine Blue,DC2162-438
796,575,Habanero Red,DC2162-634
797,576,Active Pink/White,CJ2243-621
798,576,Hemp/White,CJ2243-200
799,576,Black/White,CJ2243-010
800,578,Varsity Royal/White,SX4120-402
801,578,Midnight Navy/White,SX4120-401
802,578,White/Black,SX4120-101
803,578,Black/White,SX4120-001
804,581,Multi-Colour,SX5277-927
805,581,Multi-Colour,SX5277-928
806,583,Multi-Colour,CV2964-912
807,583,Multi-Colour,CV2964-909
808,585,Rough Green/White,DC3965-326
809,585,Black/White,DC3965-010
810,588,Black/Bright Crimson,DH2392-010
811,588,Gym Red/Fossil,DH2392-687
812,589,Black/Anthracite/White,DB0305-010
813,589,Base Grey/Black/White,DB0305-020
814,590,Seafoam/Seafoam/White,DB0488-017
815,590,Black/Black/White,DB0488-010
816,591,Medium Olive/Medium Olive/Medium Olive,DM5006-222
817,591,Black/Black/Black,DM5006-010
818,592,Black/Black/Mystic Hibiscus,DB0490-013
819,592,Iron Grey/Iron Grey/Black,DB0490-068
820,592,Midnight Navy/Midnight Navy/Pollen,DB0490-410
821,592,Black/Black/White,DB0490-010
822,593,Dark Smoke Grey/Dark Smoke Grey/Metallic Silver,BA6030-070
823,593,Midnight Navy/Midnight Navy,BA6030-410
824,593,Black/Black/White,BA6030-013
825,595,Marina/Marina/Siren Red,BA5559-404
826,595,Dark Smoke Grey/Dark Smoke Grey/Metallic Silver,BA5559-070
827,595,Black/Black/White,BA5559-013
828,597,Black,DM8310-010
829,597,Dark Russet,DM8310-246
830,598,Black/Black/Copa,DB3247-010
831,598,Copa/Copa/Black,DB3247-482
832,599,Matte Olive/Black/Cargo Khaki,DD0559-351
833,599,Midnight Navy/Midnight Navy/Pollen,DD0559-410
834,600,Light Marine/White/Blackened Blue,CQ7795-548
835,600,Sapphire/Blue Void/Volt,CQ7795-501
836,602,Sport Spice,DM8518-816
837,602,Light Army,DM8518-320
838,602,Black,DM8518-010
839,606,Light Marine/White/Blackened Blue,CQ7799-548
840,606,Chlorine Blue/Marina/Laser Orange,CQ7799-447
841,606,Black/White/White,CQ7799-010
